"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean","estado"
"5169",193417,"Polygon",107861,"107861",1,"Reserva Comunal Mascalco","Reserva Comunal Mascalco","Individual landowners","National Commission of Natural Protected Areas","Designated",2006,0,0,100,84.83391958,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5170",193418,"Polygon",107471,"107471",1,"Área de Conservación de la Ribera de Cajonos del Ejido Nuevo Málzaga","Área de Conservación de la Ribera de Cajonos del Ejido Nuevo Málzaga","Individual landowners","National Commission of Natural Protected Areas","Designated",2006,0,0,6.6127,6.917102222,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5171",193419,"Polygon",107470,"107470",1,"Área de Conservación de la Ribera de Cajonos de la Comunidad de San Agustín","Área de Conservación de la Ribera de Cajonos de la Comunidad de San Agustín","Individual landowners","National Commission of Natural Protected Areas","Designated",2006,0,0,17.6507,17.7261511,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5172",193420,"Polygon",107473,"107473",1,"Área de Conservación de la Ribera de Cajonos del Ejido Plan Mata de Caña","Área de Conservación de la Ribera de Cajonos del Ejido Plan Mata de Caña","Individual landowners","National Commission of Natural Protected Areas","Designated",2006,0,0,20.33422,20.39836052,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5173",193421,"Polygon",107472,"107472",1,"Área de Conservación de la Ribera de Cajonos del Ejido Plan de San Luis","Área de Conservación de la Ribera de Cajonos del Ejido Plan de San Luis","Individual landowners","National Commission of Natural Protected Areas","Designated",2007,0,0,13.6,9.963948301,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5174",193424,"Polygon",107468,"107468",1,"Área Comunitaria de Conservación Buenos Aires","Área Comunitaria de Conservación Buenos Aires","Individual landowners","National Commission of Natural Protected Areas","Designated",2007,0,0,2.1801,2.374863278,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5175",193425,"Polygon",107652,"107652",1,"El Guarumbo","El Guarumbo","Individual landowners","National Commission of Natural Protected Areas","Designated",2007,0,0,0.488742,0.7493419763,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5176",193426,"Polygon",107640,"107640",1,"El Bejucal y la Chichihua","El Bejucal y la Chichihua","Individual landowners","National Commission of Natural Protected Areas","Designated",2007,0,0,20.07786,20.20353745,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5177",193427,"Polygon",555625787,"555625787",1,"Las Nubes","Las Nubes","Individual landowners","National Commission of Natural Protected Areas","Designated",2016,0,0,4.24289471,4.270689027,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CHP","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chiapas"
"5178",193428,"Polygon",555625788,"555625788",1,"El Rosario","El Rosario","Individual landowners","National Commission of Natural Protected Areas","Designated",2016,0,0,0.497459,0.5006993895,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CHP","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chiapas"
"5179",193429,"Polygon",555625789,"555625789",1,"Canan Kax","Canan Kax","Individual landowners","National Commission of Natural Protected Areas","Designated",2016,0,0,7.494555,7.566746534,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-ROO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Quintana Roo"
"5180",193431,"Polygon",555625791,"555625791",1,"Paco´s Reserva de Flora y Fauna","Paco´s Reserva de Flora y Fauna","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,0.10020644,0.1006802844,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-SIN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Sinaloa"
"5181",193432,"Polygon",108087,"108087",1,"Terrenos dedicados a la Conservación del Ejido Luis Echeverría Álvarez","Terrenos dedicados a la Conservación del Ejido Luis Echeverría Álvarez","Individual landowners","National Commission of Natural Protected Areas","Designated",2006,0,0,8,8.044782389,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5182",193433,"Polygon",555625794,"555625794",1,"Reserva Natural Monte Ceniza","Reserva Natural Monte Ceniza","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,8.034064,8.065912144,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-BCN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Baja California"
"5183",193434,"Polygon",555625795,"555625795",1,"Reserva El Chirimole","Reserva El Chirimole","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,4.691078154,4.545813786,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-SIN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Sinaloa"
"5184",193435,"Polygon",555625796,"555625796",1,"Reserva Ecológica Bahía Santa María III","Reserva Ecológica Bahía Santa María III","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,5.06157792,5.073514369,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-SIN","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Sinaloa"
"5185",193436,"Polygon",555625797,"555625797",1,"Finca El Corinto","Finca El Corinto","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,4.994022,2.198150596,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CHP","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chiapas"
"5186",193441,"Polygon",555625798,"555625798",1,"Las Palmillas de Cerro Verde","Las Palmillas de Cerro Verde","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,9.7367,9.680611452,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5187",193442,"Polygon",555625799,"555625799",1,"Agua Buena","Agua Buena","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,11.9,11.9629679,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5188",193443,"Polygon",108113,"108113",1,"Zona de Uso Común 1 y 2","Zona de Uso Común 1 y 2","Individual landowners","National Commission of Natural Protected Areas","Designated",2017,0,0,21.7831,21.80496185,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5192",193601,"Polygon",555621849,"555621849",1,"Bosque El Nixticuil- San Esteban","Bosque El Nixticuil- San Esteban","Sub-national ministry or agency","Not Reported","Designated",2008,0,0,16.7352874,16.82145906,"National","Not Reported","Municipal Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Jalisco"
"5193",193609,"Polygon",107543,"107543",1,"Barranca del Río Santiago","Barranca del Río Santiago","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,177.0827682,178.0049396,"National","Not Reported","Municipal Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Jalisco"
"5194",193693,"Polygon",555621742,"555621742",1,"Bosque Los Colomos","Bosque Los Colomos","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,0.9078236516,0.9125117788,"National","Not Reported","Municipal Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Jalisco"
"5195",193735,"Polygon",555621861,"555621861",1,"Parque Público Cerro del Obispado","Parque Público Cerro del Obispado","Sub-national ministry or agency","Not Reported","Designated",2005,0,0,0.1838559539,0.1846948242,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-NLE","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Nuevo León"
"5196",193823,"Polygon",555621908,"555621908",1,"Río Filo-Bobos y su Entorno","Río Filo-Bobos y su Entorno","Sub-national ministry or agency","Not Reported","Designated",1992,0,0,105.2825631,105.8151898,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Veracruz"
"5197",189187,"Polygon",107610,"107610",1,"Chanal","Chanal","Sub-national ministry or agency","Not Reported","Designated",1972,0,0,42.42938183,42.6955339,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-CHP","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Chiapas"
"5198",193901,"Polygon",107721,"107721",1,"La Concordia Zaragoza","La Concordia Zaragoza","Sub-national ministry or agency","Not Reported","Designated",1972,0,0,164.0941628,165.1581275,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-CHP","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Chiapas"
"5199",193863,"Polygon",108013,"108013",1,"San Juan del Monte","San Juan del Monte","Sub-national ministry or agency","Not Reported","Designated",1980,0,0,6.062854967,6.093505667,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Veracruz"
"5200",193871,"Polygon",107603,"107603",1,"Cerro Macuiltepetl","Cerro Macuiltepetl","Sub-national ministry or agency","Not Reported","Designated",1978,0,0,0.2885391802,0.2899391245,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Veracruz"
"5201",193873,"Polygon",107842,"107842",1,"Predio Barragán","Predio Barragán","Sub-national ministry or agency","Not Reported","Designated",1980,0,0,0.01753085707,0.01761604683,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Veracruz"
"5202",193617,"Polygon",107667,"107667",1,"El Zapotal","El Zapotal","Sub-national ministry or agency","Not Reported","Designated",1990,0,0,1.925582141,1.937958401,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-CHP","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Chiapas"
"5203",193907,"Polygon",108080,"108080",1,"Tatocapan","Tatocapan","Sub-national ministry or agency","Not Reported","Designated",1991,0,0,0.00838700538,0.008426471812,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Veracruz"
"5205",193704,"Polygon",107835,"107835",1,"Piedras Bola","Piedras Bola","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,2.562656571,2.577081432,"National","Not Reported","Municipal Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Jalisco"
"5206",193849,"Polygon",107798,"107798",1,"Molino de San Roque","Molino de San Roque","Sub-national ministry or agency","Not Reported","Designated",1986,0,0,0.1759885822,0.1768461606,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Veracruz"
"5207",189031,"Polygon",67672,"67672",1,"Yaxchilán","Yaxchilán","Federal or national ministry or agency","National Commission of Natural Protected Areas","Designated",1992,0,0,26.21252,26.46324744,"National","III","Natural Monument","Not Applicable",0,"Not Applicable",0,"State","MX-CHP","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Chiapas"
"5208",193133,"Polygon",301940,"301940",1,"Yagul","Yagul","Federal or national ministry or agency","National Commission of Natural Protected Areas","Designated",1999,0,0,10.76064,10.81270794,"National","III","Natural Monument","Not Applicable",0,"Not Applicable",0,"State","MX-OAX","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Oaxaca"
"5209",193204,"Polygon",34872,"34872",1,"Cerro de La Silla","Cerro de La Silla","Federal or national ministry or agency","National Commission of Natural Protected Areas","Designated",1991,0,0,60.39399,60.67037509,"National","III","Natural Monument","Not Applicable",0,"Not Applicable",0,"State","MX-NLE","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Nuevo León"
"5210",193211,"Polygon",555587176,"555587176",1,"Río Bravo del Norte","Río Bravo del Norte","Federal or national ministry or agency","National Commission of Natural Protected Areas","Designated",2009,0,0,21.75,21.81360353,"National","VI","Natural Monument","Not Applicable",0,"Not Applicable",0,"State","MX-COA","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Coahuila"
"5211",193242,"Polygon",67671,"67671",1,"Bonampak","Bonampak","Federal or national ministry or agency","National Commission of Natural Protected Areas","Designated",1992,0,0,43.574,43.80255782,"National","III","Natural Monument","Not Applicable",0,"Not Applicable",0,"State","MX-CHP","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Chiapas"
"5212",193521,"Polygon",107663,"107663",1,"El Sótano de Las Golondrinas","El Sótano de Las Golondrinas","Federal or national ministry or agency","Not Reported","Designated",2001,0,0,2.8205312,2.836688651,"National","Not Reported","Natural Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-SLP","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","San Luis Potosí"
"5213",194028,"Polygon",107554,"107554",1,"Bernal de Horcasitas","Bernal de Horcasitas","Federal or national ministry or agency","Not Reported","Designated",1997,0,0,156.772853,157.6536132,"National","Not Reported","Natural Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-TAM","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Tamaulipas"
"5214",194029,"Polygon",107726,"107726",1,"La Hoya de las Huahuas","La Hoya de las Huahuas","Federal or national ministry or agency","Not Reported","Designated",2001,0,0,4.064330326,4.08766878,"National","Not Reported","Natural Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-SLP","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","San Luis Potosí"
"5215",194030,"Polygon",555621879,"555621879",1,"Cerro del Muerto","Cerro del Muerto","Federal or national ministry or agency","Not Reported","Designated",2008,0,0,58.35687004,58.5856587,"National","Not Reported","Natural Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-AGU","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Aguascalientes"
"5216",194032,"Polygon",555621906,"555621906",1,"La Region Volcanica Siete Luminarias","La Region Volcanica Siete Luminarias","Federal or national ministry or agency","Not Reported","Designated",1997,0,0,89.28497696,89.69170341,"National","Not Reported","Natural Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Guanajuato"
"5217",194033,"Polygon",107682,"107682",1,"Gruta del Cerro Coconá","Gruta del Cerro Coconá","Federal or national ministry or agency","Not Reported","Designated",1988,0,0,2.849503635,2.867534647,"National","Not Reported","Natural Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-TAB","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Tabasco"
"5218",193683,"Polygon",555621735,"555621735",1,"Cañada Arroyo Hondo","Cañada Arroyo Hondo","Sub-national ministry or agency","Not Reported","Designated",2015,0,0,0.3689728279,0.3703770051,"National","Not Reported","Municipal Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Guanajuato"
"5219",193687,"Polygon",555621751,"555621751",1,"Cerros de San Bartolome","Cerros de San Bartolome","Sub-national ministry or agency","Not Reported","Designated",2016,0,0,34.68303087,34.85968733,"National","Not Reported","Municipal Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Guanajuato"
"5220",193698,"Polygon",555621745,"555621745",1,"Los Divisaderos","Los Divisaderos","Sub-national ministry or agency","Not Reported","Designated",2016,0,0,12.3086954,12.36986867,"National","Not Reported","Municipal Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Guanajuato"
"5221",193699,"Polygon",555621746,"555621746",1,"Cerro Rosa y Jocoque","Cerro Rosa y Jocoque","Sub-national ministry or agency","Not Reported","Designated",2016,0,0,49.95918034,50.21338475,"National","Not Reported","Municipal Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Guanajuato"
"5222",193806,"Polygon",555621900,"555621900",1,"Pena de Bernal","Pena de Bernal","Sub-national ministry or agency","Not Reported","Designated",2009,0,0,2.639248727,2.654066067,"National","Not Reported","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-QTO","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Querétaro"
"5223",193607,"Polygon",107679,"107679",1,"Francisco Javier Clavijero","Francisco Javier Clavijero","Sub-national ministry or agency","Not Reported","Designated",1976,0,0,0.948723576,0.9533504302,"National","Not Reported","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Veracruz"
"5224",193837,"Polygon",107708,"107708",1,"Jose María Velasco","Jose María Velasco","Sub-national ministry or agency","Not Reported","Designated",1978,0,0,0.03237286855,0.03255728444,"National","Not Reported","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-MEX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5225",189511,"Polygon",555621889,"555621889",1,"Mega parque de la ciudad de Dolores hidalgo","Mega parque de la ciudad de Dolores hidalgo","Sub-national ministry or agency","Not Reported","Designated",1997,0,0,0.284457344,0.2858114344,"National","Not Reported","Ecological Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Guanajuato"
"5226",193749,"Polygon",555621868,"555621868",1,"Parque Ecológico El Tecuán","Parque Ecológico El Tecuán","Sub-national ministry or agency","Not Reported","Designated",2008,0,0,8.943542788,8.99131776,"National","Not Reported","Ecological Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-DUR","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Durango"
"5227",193779,"Polygon",107829,"107829",1,"Parque Metropolitano","Parque Metropolitano","Sub-national ministry or agency","Not Reported","Designated",2000,0,0,3.376303871,3.389308555,"National","Not Reported","Ecological Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Guanajuato"
"5228",193789,"Polygon",107766,"107766",1,"Las Fuentes","Las Fuentes","Sub-national ministry or agency","Not Reported","Designated",1999,0,0,1.092898676,1.098081604,"National","Not Reported","Ecological Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Guanajuato"
"5229",193796,"Polygon",107748,"107748",1,"Lago Cráter La Joya","Lago Cráter La Joya","Sub-national ministry or agency","Not Reported","Designated",2001,0,0,14.7901617,14.85998338,"National","Not Reported","Ecological Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Guanajuato"
"5230",193906,"Polygon",555621921,"555621921",1,"Parque Laguna de Bacalar","Parque Laguna de Bacalar","Sub-national ministry or agency","Not Reported","Designated",2011,0,0,0.05366294,0.05396504967,"National","Not Reported","Ecological Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-ROO","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Quintana Roo"
"5233",193537,"Polygon",108094,"108094",1,"Tollocan - Calimaya","Tollocan - Calimaya","Sub-national ministry or agency","Not Reported","Designated",1981,0,0,1.593229534,1.602741386,"National","Not Reported","Ecological Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-MEX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5234",189486,"Polygon",107809,"107809",1,"Palma Larga","Palma Larga","Sub-national ministry or agency","Not Reported","Designated",1998,0,0,0.2551608847,0.2565468722,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-SLP","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","San Luis Potosí"
"5235",189506,"Polygon",555621880,"555621880",1,"Manantial de la Media Luna","Manantial de la Media Luna","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,2.851109139,2.866387306,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-SLP","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","San Luis Potosí"
"5236",189513,"Polygon",108036,"108036",1,"Santuario del Agua y Forestal Presa Guadalupe","Santuario del Agua y Forestal Presa Guadalupe","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,17.50377228,17.60883692,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-MEX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5237",193011,"Polygon",555621954,"555621954",1,"La Primavera","La Primavera","Sub-national ministry or agency","Not Reported","Designated",2000,0,0,0.3797446231,0.3821418127,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-CHP","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Chiapas"
"5238",193247,"Polygon",107758,"107758",1,"Laguna La Escondida","Laguna La Escondida","Sub-national ministry or agency","Not Reported","Designated",1997,0,0,2.202875,2.213481817,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-TAM","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Tamaulipas"
"5239",193474,"Polygon",107760,"107760",1,"Lagunas de Yalahau","Lagunas de Yalahau","Sub-national ministry or agency","Not Reported","Designated",1999,0,0,54.70437867,54.95519874,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-YUC","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Yucatan"
"5240",193602,"Polygon",108027,"108027",1,"Santuario del Agua Lagunas de Xico","Santuario del Agua Lagunas de Xico","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,15.56534317,15.65998177,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-MEX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5241",193614,"Polygon",107559,"107559",1,"Bosque El Hiloche","Bosque El Hiloche","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,0.998839367,1.004750784,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5242",193615,"Polygon",107606,"107606",1,"Cerro Punhuato","Cerro Punhuato","Sub-national ministry or agency","Not Reported","Designated",2008,0,0,1.191194053,1.196873533,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-MIC","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Michoacán"
"5243",193616,"Polygon",555621985,"555621985",1,"Metropolitano de Naucalpan","Metropolitano de Naucalpan","Sub-national ministry or agency","Not Reported","Designated",1979,0,0,0.362200088,0.3643846822,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-MEX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5244",193632,"Polygon",108059,"108059",1,"Sierra de Tepozotlán","Sierra de Tepozotlán","Sub-national ministry or agency","Not Reported","Designated",2006,0,0,97.68205532,98.2663474,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-MEX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5245",193635,"Polygon",107827,"107827",1,"Parque Estado de México - Naucalli","Parque Estado de México - Naucalli","Sub-national ministry or agency","Not Reported","Designated",1982,0,0,0.520310428,0.5234495456,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-MEX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5247",193654,"Polygon",555621958,"555621958",1,"Bosque Mesófilo Nevado de Colima","Bosque Mesófilo Nevado de Colima","Sub-national ministry or agency","Not Reported","Designated",2009,0,0,72.13648329,72.53487413,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Jalisco"
"5248",193657,"Polygon",555621959,"555621959",1,"Bosque Urbano","Bosque Urbano","Sub-national ministry or agency","Not Reported","Designated",2013,0,0,0.514027666,0.5161298458,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-COA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Coahuila"
"5249",193670,"Polygon",555621989,"555621989",1,"Santuario del Agua Valle de Bravo","Santuario del Agua Valle de Bravo","Sub-national ministry or agency","Not Reported","Designated",2003,0,0,0.991286059,0.9970621045,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-MEX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5250",193676,"Polygon",107686,"107686",1,"Hierve El Agua","Hierve El Agua","Sub-national ministry or agency","Not Reported","Designated",1997,0,0,41.25108877,41.42789647,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-OAX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Oaxaca"
"5251",193742,"Polygon",107567,"107567",1,"Cañón de Fernández","Cañón de Fernández","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,170.1873207,171.0436363,"National","Not Reported","State Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-DUR","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Durango"
